pLI,wSL/C,outs_when_up,bat_speed,break_length_deprecated,wKN (pi),botStf,SC-Z (sc),Pace,Cent%+,LOB%,# 1-10%,max_ev,Stf+ FA,SI-Z (sc),SwStr%,FIP-,post_bat_score,favor_home,Stf+ CU,HR/FB%+,BIP-Wins,p_throws,Pitching+,FA-X (pi),rSZ,Contact%,CHv,Zone% (pi),fld_score,OBP+,SI-Z (pi),LOB%+,E-F,H,home,vFA (pi),sz_bot,CU-X (sc),-WPA,vFC (sc),post_fld_score,wFS (sc),AVG+,BA,home_team_runs,barrels_batted_balls_percentage,SB-Z (pi),EP-X (sc),vSI (sc),RPP,vXX (pi),O-Contact% (sc),wCH/C (pi),vCU (pi),TZ,Strikes,Pit+ SL,FB%+,consistency,wSC (sc),fielder_9,PU,Pit+ FA,woba_denom,player_name,CT%,feature2,wCT/C,StL,Balls,SI-X (pi),H/9,HR,SI-X (sc),air_density_index,FC-Z (sc),SO/W,BB/9,wKN (sc),FDP-Wins,accuracy,if_fielding_alignment,wRC,wSI (sc),Plays,ER,wKN/C (pi),wXX/C (pi),Loc+ KC,pfx_x,Swing%,correct_calls_above_expected,Contact% (pi),HLD,Range,# 40-60%,wSL/C (pi),FSR,batted_ball_events,game_type,average_distance,Season,Scp,wFC/C (sc),Zone%,botCmd FC,BIZ,wKN/C,spin_axis,Events,# 10-40%,vFS (sc),BK,Contact% (sc),Cent%,correct_calls,BsR,actual_homers,3B,DPR,Pit+ CH,ay,IDfg,vSL (pi),pfx_z,strikes,Loc+ CU,ax,SF%,SB-X (pi),on_3b,wSL,expected_accuracy,SF,wSB (pi),# 90-100%,W,FT% (sc),umpire,Stf+ FS,total_barrels,expected_homers,GB/FB,Pit+ FS,wCU/C (sc),Team,OAA,LD%,Relieving,GB,wKC/C (sc),pitch_number,home_runs,UZR/150,Pace (pi),FB%,FO-X (sc),Barrels,Age,Loc+ FS,Clutch,xFIP-,strikeouts,iso_value,K/9,FO-Z (sc),TTO%,CTv,Stf+ KC,des,hit_distance_sc,FA% (pi),vSB (pi),botOvr KC,SH,wSI/C (sc),SL%,wFC/C (pi),KC-X (sc),IP,# 0%,SL-Z (sc),estimated_woba_using_speedangle,OOZ,botCmd,wCU (pi),wCH/C,wFS/C (pi),swing_length,CU-X (pi),botERA,wOBA,xwOBA,FE,wFS (pi),SO9,SL-X (sc),wCH (sc),SB% (pi),UN% (sc),UBR,away_team,wFT/C (sc),FA-X (sc),TBF,delta_run_exp,hard_hit_95mph+,TZL,wEP (sc),IFFB,wFC (sc),HBP,hc_x,SFv,CS-Z (pi),fielder_6,WHIP+,fielder_2,K%+,fielder_4,DPS,vEP (sc),wSF/C,IFH,Oppo%,WP,wCT,balls,vCS (pi),CU-Z (sc),FC-X (pi),away_score,Soft%+,vKC (sc),sz_top,RS,estimated_ba_using_speedangle,40-60%,CH-X (sc),events,Stf+ FC,FC-Z (pi),fielder_2.1,wSB,game_year,Hard%+,wFO (sc),ground_ball_ev,id,vx0,botCmd FS,K/BB+,rGDP,rPM,Pit+ SI,botOvr SI,FT-X (sc),Def,Loc+ FO,LD%+,REW,xSLG,CH-Z (pi),inning,Loc+ FC,RAR,Swing% (sc),effective_speed,SLv,on_1b,Bat,Relief-IP,CH-X (pi),FB,FBv,botStf FC,RE24,O-Contact% (pi),LOB-Wins,botCmd CU,vCU (sc),wFB,Starting,wRC+,KN%,release_spin_rate,zone,WPA/LI,ERA-,wCS (pi),SIERA,FP,FS-Z (pi),xBA,BF,EP% (sc),CH% (sc),vy0,home_team,EP-Z (sc),fielder_7,CPP,# 60-90%,hard_hit_swing_percentage,Pit+ KC,incorrect_calls,Z-Swing%,description,launch_speed_angle,WAR,60-90%,F-Strike%,hard_hit_percentage,wGDP,L,release_extension,inLI,GDP,BAbip,Name,wFT (sc),BUH,CH-Z (sc),wSF,G,botStf FS,vCH (pi),IFFB%,wKC (sc),Fld,CB%,rCERA,wFA (pi),vFA (sc),CSW%,BB/9+,Lg,DPF,pitch_name,Soft%,SB,wRAA,Pull%,wCB,wFA/C (pi),SI% (sc),FA% (sc),tfs_deprecated,HR/9+,babip_value,KN% (sc),tfs_zulu_deprecated,CStr%,botOvr CH,Pit,KC% (sc),Z-Contact%,RngR,botOvr FA,SL-Z (pi),FIP,launch_angle,K/9+,EV,release_pos_z,TE,maxEV,Stf+ FO,az,Hard%,SL% (sc),barrels_plate_appearance_percentage,fielder_3,DPT,fielder_5,botOvr CU,type,botCmd FA,OBP,1B,FC% (pi),ISO,botStf CU,DRS,WHIP,bb_type,PA,botOvr FS,CS-X (pi),SLG+,average_ev,rSB,DP,KC-Z (sc),tERA,FC-X (sc),wSB/C (pi),BS,+WPA,HardHit%,Loc+ SL,Spd,away,AB,KN% (pi),90-100%,OPS,wKN,Stf+ SI,BABIP+,Oppo%+,IFH%,RS/9,max_distance,wCU (sc),bat_score,batter,HR/FB,WPA,CU% (sc),K-BB%,average_homerun,wSI (pi),exLI,KN-Z (sc),gmLI,botStf FA,ISO+,botxRV100,FO% (sc),wCH/C (sc),ErrR,total_run_impact,2B,PO%,Inn,L-WAR,Dollars,CBv,inning_topbot,post_home_score,SI% (pi),HardHit,Rep,game_pk,rank,wKN/C (sc),player,pitcher,Pit+ FC,Age Rng,BB,wCH,KN-Z (pi),wXX (pi),Dol,10-40%,Off,CU-Z (pi),UZR,CH%,Stf+ CH,of_fielding_alignment,botOvr SL,FA-Z (pi),stand,Med%,wCU/C (pi),sweet_spot_percentage,wSL (pi),O-Contact%,FS-X (sc),year,BB/K,on_2b,XX-Z (pi),H/9+,botOvr FC,Loc+ SI,woba_value,target,CG,SO,vKN (pi),StS,MD,botStf SI,wFC (pi),R,date,botOvr,rARM,break_angle_deprecated,Loc+ FA,GS,SC% (sc),botCmd SL,rTS,pitcher.1,O-Swing% (sc),FA-Z (sc),vz0,Z-Contact% (sc),A,wSI/C (pi),vFT (sc),away_team_runs,GB%+,vSL (sc),ShO,wFO/C (sc),Str,PO,Barrel%,SLG,Pitches,vFC (pi),O-Swing%,Tm,botStf KC,accuracy_above_expected,CS,release_pos_y,wSL (sc),Z-Contact% (pi),LD,wCB/C,wEP/C (sc),Pulls,botCmd KC,Pit+ FO,wFA/C (sc),ballpark,Lev,#days,Pos,Stuff+,vCH (sc),E,wSL/C (sc),release_speed,post_away_score,fielder_8,CS% (pi),SV,LA,wCS/C (pi),botCmd SI,Stf+ SL,FS% (pi),SD,pitches_called,at_bat_number,Location+,IBB,SL-X (pi),SC-X (sc),RZR,wSC/C (sc),wFA (sc),botStf SL,BB%,Pull%+,wFS/C (sc),expected_correct_calls,kwERA,XX-X (pi),plate_x,BU,spin_rate_deprecated,wFB/C,expected_incorrect_calls,O-Swing% (pi),RA9-WAR,phLI,KNv,vSI (pi),launch_speed,plate_z,Zone% (sc),Loc+ CH,Swing% (pi),K%,game_date,pitch_type,feature1,GB%,1-10%,FB% (Pitch),Z-Swing% (pi),Pit+ CU,FC% (sc),xFIP,altitude,mlbID,xERA,vKN (sc),ERA,K/BB,hit_location,fly_ball_line_drive_ev,CU% (pi),rGFP,wCH (pi),FT-Z (sc),HR/9,PH,FS% (sc),KN-X (sc),spin_dir,Z-Swing% (sc),botStf CH,botCmd CH,sv_id,XX%,vFO (sc),FS-Z (sc),delta_home_win_exp,Med%+,vSC (sc),BABIP,vFS (pi),CH% (pi),home_score,hc_y,PB,XX% (pi),SL% (pi),0%,RBI,release_pos_x,KN-X (pi),BB%+,Start-IP,FB% 2,AVG,FRM,BUH%,ARM,FS-X (pi),LD+%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,148,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.311,,,,,,,,572,,,,,,,,,,,,,,,,,523,,,0.738,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,0.426,,,,,,,0,,,,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,22,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.383,,,,,,,,47,,,,,,,,,,,,,,,,,38,,,0.699,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,0.316,,,,,,,0,,,,,,,,,,,,,236,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,0.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,153,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.329,,,,,,,,635,,,,,,,,,,,,,,,,,572,,,0.824,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,0.495,,,,,,,4,,,,,,,,,,,,,227,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,30,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.213,,,,,,,,94,,,,,,,,,,,,,,,,,84,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,0,,,,,,,,,,,,,279,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,143,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.291,,,,,,,,516,,,,,,,,,,,,,,,,,473,,,0.648,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,0.357,,,,,,,1,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,,,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,160,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305,,,,,,,,678,,,,,,,,,,,,,,,,,625,,,0.741,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,0.435,,,,,,,2,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231,,,,,,,,27,,,,,,,,,,,,,,,,,22,,,0.413,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,0.182,,,,,,,0,,,,,,,,,,,,,303,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.409,,,,,,,,44,,,,,,,,,,,,,,,,,37,,,0.761,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,0.351,,,,,,,0,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,0.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,43,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.294,,,,,,,,124,,,,,,,,,,,,,,,,,104,,,0.544,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,0,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,127,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,,,,,,,,384,,,,,,,,,,,,,,,,,341,,,0.797,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,0.463,,,,,,,2,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,0.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,96,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.354,,,,,,,,322,,,,,,,,,,,,,,,,,277,,,0.744,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,0,,,,,,,,,,,,,227,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,92,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274,,,,,,,,260,,,,,,,,,,,,,,,,,242,,,0.687,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,0.413,,,,,,,0,,,,,,,,,,,,,236,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,13,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,50,,,,,,,,,,,,,,,,,47,,,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.192,,,,,,,0,,,,,,,,,,,,,325,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,40,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.295,,,,,,,,78,,,,,,,,,,,,,,,,,72,,,0.726,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,0.431,,,,,,,0,,,,,,,,,,,,,311,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,,,,,,,,,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,150,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.346,,,,,,,,688,,,,,,,,,,,,,,,,,619,,,0.729,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,0.383,,,,,,,7,,,,,,,,,,,,,238,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,
